block	rows	minOffset	maxOffset	centerOffset	aLimit	pLimit	qlineQTests	primeLines	qlineRows	fallbackRows	fallbackVerified	unresolved	fallbackQTests	noSkipQTests	baselineSampleRows	baselineSampleQTests	avgBaselineQTests	estimatedBaselineQTests	savingPct	speedup	seconds
691	1000000000	1382000000002	1384000000000	1382000050000	50000	250000	3370	1127	999999964	36	36	0	140	3510	0	0	0.000000000	0.000	0.000000	0.000000	58.270950
692	1000000000	1384000000002	1386000000000	1384000050000	50000	250000	3461	1152	999999898	102	102	0	468	3929	0	0	0.000000000	0.000	0.000000	0.000000	59.526561
693	1000000000	1386000000002	1388000000000	1386000050000	50000	250000	3403	1084	999999954	46	46	0	163	3566	0	0	0.000000000	0.000	0.000000	0.000000	55.953946
694	1000000000	1388000000002	1390000000000	1388000050000	50000	250000	3359	1125	999999919	81	81	0	292	3651	0	0	0.000000000	0.000	0.000000	0.000000	60.403582
695	1000000000	1390000000002	1392000000000	1390000050000	50000	250000	3308	1126	999999961	39	39	0	137	3445	0	0	0.000000000	0.000	0.000000	0.000000	61.515404
696	1000000000	1392000000002	1394000000000	1392000050000	50000	250000	3350	1153	999999975	25	25	0	35	3385	0	0	0.000000000	0.000	0.000000	0.000000	62.116154
697	1000000000	1394000000002	1396000000000	1394000050000	50000	250000	3380	1180	999999971	29	29	0	158	3538	0	0	0.000000000	0.000	0.000000	0.000000	64.842314
698	1000000000	1396000000002	1398000000000	1396000050000	50000	250000	3377	1093	999999967	33	33	0	56	3433	0	0	0.000000000	0.000	0.000000	0.000000	60.316905
699	1000000000	1398000000002	1400000000000	1398000050000	50000	250000	3299	1107	999999950	50	50	0	103	3402	0	0	0.000000000	0.000	0.000000	0.000000	61.382448
700	1000000000	1400000000002	1402000000000	1400000050000	50000	250000	3385	1151	999999934	66	66	0	209	3594	0	0	0.000000000	0.000	0.000000	0.000000	64.175799
701	1000000000	1402000000002	1404000000000	1402000050000	50000	250000	3359	1127	999999917	83	83	0	383	3742	0	0	0.000000000	0.000	0.000000	0.000000	62.512653
702	1000000000	1404000000002	1406000000000	1404000050000	50000	250000	3455	1131	999999909	91	91	0	365	3820	0	0	0.000000000	0.000	0.000000	0.000000	62.355461
703	1000000000	1406000000002	1408000000000	1406000050000	50000	250000	3468	1152	999999988	12	12	0	14	3482	0	0	0.000000000	0.000	0.000000	0.000000	63.960109
704	1000000000	1408000000002	1410000000000	1408000050000	50000	250000	3454	1140	999999959	41	41	0	135	3589	0	0	0.000000000	0.000	0.000000	0.000000	64.056121
705	1000000000	1410000000002	1412000000000	1410000050000	50000	250000	3353	1131	999999968	32	32	0	77	3430	0	0	0.000000000	0.000	0.000000	0.000000	64.206803
706	1000000000	1412000000002	1414000000000	1412000050000	50000	250000	3382	1121	999999972	28	28	0	82	3464	0	0	0.000000000	0.000	0.000000	0.000000	63.514329
707	1000000000	1414000000002	1416000000000	1414000050000	50000	250000	3371	1135	999999985	15	15	0	24	3395	0	0	0.000000000	0.000	0.000000	0.000000	65.631200
708	1000000000	1416000000002	1418000000000	1416000050000	50000	250000	3347	1107	999999916	84	84	0	199	3546	0	0	0.000000000	0.000	0.000000	0.000000	64.539060
709	1000000000	1418000000002	1420000000000	1418000050000	50000	250000	3396	1087	999999929	71	71	0	205	3601	0	0	0.000000000	0.000	0.000000	0.000000	63.530750
710	1000000000	1420000000002	1422000000000	1420000050000	50000	250000	3314	1118	999999959	41	41	0	112	3426	0	0	0.000000000	0.000	0.000000	0.000000	65.665113
711	1000000000	1422000000002	1424000000000	1422000050000	50000	250000	3330	1146	999999960	40	40	0	66	3396	0	0	0.000000000	0.000	0.000000	0.000000	66.715481
712	1000000000	1424000000002	1426000000000	1424000050000	50000	250000	3445	1155	999999939	61	61	0	303	3748	0	0	0.000000000	0.000	0.000000	0.000000	66.242326
713	1000000000	1426000000002	1428000000000	1426000050000	50000	250000	3317	1071	999999967	33	33	0	118	3435	0	0	0.000000000	0.000	0.000000	0.000000	62.435368
714	1000000000	1428000000002	1430000000000	1428000050000	50000	250000	3402	1115	999999958	42	42	0	96	3498	0	0	0.000000000	0.000	0.000000	0.000000	63.805471
715	1000000000	1430000000002	1432000000000	1430000050000	50000	250000	3374	1178	999999966	34	34	0	80	3454	0	0	0.000000000	0.000	0.000000	0.000000	67.840974
716	1000000000	1432000000002	1434000000000	1432000050000	50000	250000	3344	1126	999999925	75	75	0	212	3556	0	0	0.000000000	0.000	0.000000	0.000000	64.791444
717	1000000000	1434000000002	1436000000000	1434000050000	50000	250000	3340	1119	999999949	51	51	0	154	3494	0	0	0.000000000	0.000	0.000000	0.000000	64.488419
718	1000000000	1436000000002	1438000000000	1436000050000	50000	250000	3429	1147	999999931	69	69	0	150	3579	0	0	0.000000000	0.000	0.000000	0.000000	66.524332
719	1000000000	1438000000002	1440000000000	1438000050000	50000	250000	3365	1116	999999966	34	34	0	89	3454	0	0	0.000000000	0.000	0.000000	0.000000	65.098070
720	1000000000	1440000000002	1442000000000	1440000050000	50000	250000	3367	1093	999999933	67	67	0	216	3583	0	0	0.000000000	0.000	0.000000	0.000000	63.708815
721	1000000000	1442000000002	1444000000000	1442000050000	50000	250000	3403	1171	999999956	44	44	0	136	3539	0	0	0.000000000	0.000	0.000000	0.000000	67.160817
722	1000000000	1444000000002	1446000000000	1444000050000	50000	250000	3397	1119	999999938	62	62	0	180	3577	0	0	0.000000000	0.000	0.000000	0.000000	64.289665
723	1000000000	1446000000002	1448000000000	1446000050000	50000	250000	3360	1138	999999947	53	53	0	201	3561	0	0	0.000000000	0.000	0.000000	0.000000	64.366467
724	1000000000	1448000000002	1450000000000	1448000050000	50000	250000	3457	1131	999999969	31	31	0	137	3594	0	0	0.000000000	0.000	0.000000	0.000000	64.484223
725	1000000000	1450000000002	1452000000000	1450000050000	50000	250000	3370	1145	999999979	21	21	0	43	3413	0	0	0.000000000	0.000	0.000000	0.000000	64.741092
726	1000000000	1452000000002	1454000000000	1452000050000	50000	250000	3406	1138	999999960	40	40	0	99	3505	0	0	0.000000000	0.000	0.000000	0.000000	63.621947
727	1000000000	1454000000002	1456000000000	1454000050000	50000	250000	3292	1135	999999964	36	36	0	115	3407	0	0	0.000000000	0.000	0.000000	0.000000	63.299378
728	1000000000	1456000000002	1458000000000	1456000050000	50000	250000	3434	1148	999999921	79	79	0	302	3736	0	0	0.000000000	0.000	0.000000	0.000000	65.098637
729	1000000000	1458000000002	1460000000000	1458000050000	50000	250000	3386	1113	999999968	32	32	0	105	3491	0	0	0.000000000	0.000	0.000000	0.000000	62.660145
730	1000000000	1460000000002	1462000000000	1460000050000	50000	250000	3326	1121	999999945	55	55	0	233	3559	0	0	0.000000000	0.000	0.000000	0.000000	62.064228
731	1000000000	1462000000002	1464000000000	1462000050000	50000	250000	3352	1134	999999976	24	24	0	98	3450	0	0	0.000000000	0.000	0.000000	0.000000	62.776709
732	1000000000	1464000000002	1466000000000	1464000050000	50000	250000	3352	1118	999999952	48	48	0	112	3464	0	0	0.000000000	0.000	0.000000	0.000000	61.757259
733	1000000000	1466000000002	1468000000000	1466000050000	50000	250000	3399	1129	999999969	31	31	0	156	3555	0	0	0.000000000	0.000	0.000000	0.000000	61.199391
734	1000000000	1468000000002	1470000000000	1468000050000	50000	250000	3434	1158	999999952	48	48	0	196	3630	0	0	0.000000000	0.000	0.000000	0.000000	61.820537
735	1000000000	1470000000002	1472000000000	1470000050000	50000	250000	3380	1152	999999925	75	75	0	272	3652	0	0	0.000000000	0.000	0.000000	0.000000	61.975478
736	1000000000	1472000000002	1474000000000	1472000050000	50000	250000	3416	1142	999999983	17	17	0	45	3461	0	0	0.000000000	0.000	0.000000	0.000000	60.992548
737	1000000000	1474000000002	1476000000000	1474000050000	50000	250000	3321	1124	999999940	60	60	0	128	3449	0	0	0.000000000	0.000	0.000000	0.000000	60.038535
738	1000000000	1476000000002	1478000000000	1476000050000	50000	250000	3365	1119	999999901	99	99	0	384	3749	0	0	0.000000000	0.000	0.000000	0.000000	60.055313
739	1000000000	1478000000002	1480000000000	1478000050000	50000	250000	3415	1126	999999915	85	85	0	360	3775	0	0	0.000000000	0.000	0.000000	0.000000	59.804219
740	1000000000	1480000000002	1482000000000	1480000050000	50000	250000	3396	1173	999999937	63	63	0	229	3625	0	0	0.000000000	0.000	0.000000	0.000000	62.920815
741	1000000000	1482000000002	1484000000000	1482000050000	50000	250000	3376	1161	999999955	45	45	0	118	3494	0	0	0.000000000	0.000	0.000000	0.000000	61.343845
742	1000000000	1484000000002	1486000000000	1484000050000	50000	250000	3387	1121	999999961	39	39	0	98	3485	0	0	0.000000000	0.000	0.000000	0.000000	59.208982
743	1000000000	1486000000002	1488000000000	1486000050000	50000	250000	3451	1194	999999937	63	63	0	267	3718	0	0	0.000000000	0.000	0.000000	0.000000	64.482517
744	1000000000	1488000000002	1490000000000	1488000050000	50000	250000	3435	1127	999999982	18	18	0	38	3473	0	0	0.000000000	0.000	0.000000	0.000000	60.436525
745	1000000000	1490000000002	1492000000000	1490000050000	50000	250000	3386	1113	999999925	75	75	0	430	3816	0	0	0.000000000	0.000	0.000000	0.000000	60.434995
746	1000000000	1492000000002	1494000000000	1492000050000	50000	250000	3416	1170	999999927	73	73	0	288	3704	0	0	0.000000000	0.000	0.000000	0.000000	64.025657
747	1000000000	1494000000002	1496000000000	1494000050000	50000	250000	3376	1139	999999884	116	116	0	610	3986	0	0	0.000000000	0.000	0.000000	0.000000	62.477650
748	1000000000	1496000000002	1498000000000	1496000050000	50000	250000	3350	1132	999999934	66	66	0	204	3554	0	0	0.000000000	0.000	0.000000	0.000000	63.859201
749	1000000000	1498000000002	1500000000000	1498000050000	50000	250000	3410	1111	999999924	76	76	0	246	3656	0	0	0.000000000	0.000	0.000000	0.000000	62.630587
750	1000000000	1500000000002	1502000000000	1500000050000	50000	250000	3449	1140	999999965	35	35	0	68	3517	0	0	0.000000000	0.000	0.000000	0.000000	64.109488
751	1000000000	1502000000002	1504000000000	1502000050000	50000	250000	3318	1124	999999956	44	44	0	210	3528	0	0	0.000000000	0.000	0.000000	0.000000	63.967120
752	1000000000	1504000000002	1506000000000	1504000050000	50000	250000	3357	1114	999999959	41	41	0	102	3459	0	0	0.000000000	0.000	0.000000	0.000000	63.650509
753	1000000000	1506000000002	1508000000000	1506000050000	50000	250000	3427	1143	999999965	35	35	0	136	3563	0	0	0.000000000	0.000	0.000000	0.000000	63.979409
754	1000000000	1508000000002	1510000000000	1508000050000	50000	250000	3381	1097	999999961	39	39	0	152	3533	0	0	0.000000000	0.000	0.000000	0.000000	63.840810
755	1000000000	1510000000002	1512000000000	1510000050000	50000	250000	3328	1132	999999943	57	57	0	129	3457	0	0	0.000000000	0.000	0.000000	0.000000	65.350066
756	1000000000	1512000000002	1514000000000	1512000050000	50000	250000	3377	1107	999999901	99	99	0	447	3824	0	0	0.000000000	0.000	0.000000	0.000000	63.375897
757	1000000000	1514000000002	1516000000000	1514000050000	50000	250000	3390	1155	999999976	24	24	0	107	3497	0	0	0.000000000	0.000	0.000000	0.000000	66.270733
758	1000000000	1516000000002	1518000000000	1516000050000	50000	250000	3393	1113	999999912	88	88	0	278	3671	0	0	0.000000000	0.000	0.000000	0.000000	64.630030
759	1000000000	1518000000002	1520000000000	1518000050000	50000	250000	3405	1200	999999925	75	75	0	155	3560	0	0	0.000000000	0.000	0.000000	0.000000	69.028002
760	1000000000	1520000000002	1522000000000	1520000050000	50000	250000	3369	1108	999999974	26	26	0	62	3431	0	0	0.000000000	0.000	0.000000	0.000000	64.486116
761	1000000000	1522000000002	1524000000000	1522000050000	50000	250000	3400	1159	999999971	29	29	0	105	3505	0	0	0.000000000	0.000	0.000000	0.000000	64.819499
762	1000000000	1524000000002	1526000000000	1524000050000	50000	250000	3374	1114	999999973	27	27	0	58	3432	0	0	0.000000000	0.000	0.000000	0.000000	62.494522
763	1000000000	1526000000002	1528000000000	1526000050000	50000	250000	3425	1127	999999956	44	44	0	164	3589	0	0	0.000000000	0.000	0.000000	0.000000	63.093087
764	1000000000	1528000000002	1530000000000	1528000050000	50000	250000	3405	1119	999999956	44	44	0	132	3537	0	0	0.000000000	0.000	0.000000	0.000000	61.629135
765	1000000000	1530000000002	1532000000000	1530000050000	50000	250000	3359	1074	999999934	66	66	0	131	3490	0	0	0.000000000	0.000	0.000000	0.000000	58.757951
766	1000000000	1532000000002	1534000000000	1532000050000	50000	250000	3400	1064	999999900	100	100	0	410	3810	0	0	0.000000000	0.000	0.000000	0.000000	58.026512
767	1000000000	1534000000002	1536000000000	1534000050000	50000	250000	3392	1160	999999970	30	30	0	79	3471	0	0	0.000000000	0.000	0.000000	0.000000	61.937499
768	1000000000	1536000000002	1538000000000	1536000050000	50000	250000	3415	1137	999999967	33	33	0	63	3478	0	0	0.000000000	0.000	0.000000	0.000000	60.678772
769	1000000000	1538000000002	1540000000000	1538000050000	50000	250000	3401	1097	999999977	23	23	0	105	3506	0	0	0.000000000	0.000	0.000000	0.000000	59.414018
770	1000000000	1540000000002	1542000000000	1540000050000	50000	250000	3369	1169	999999958	42	42	0	135	3504	0	0	0.000000000	0.000	0.000000	0.000000	62.852700
771	1000000000	1542000000002	1544000000000	1542000050000	50000	250000	3342	1105	999999939	61	61	0	191	3533	0	0	0.000000000	0.000	0.000000	0.000000	60.073396
772	1000000000	1544000000002	1546000000000	1544000050000	50000	250000	3352	1131	999999959	41	41	0	122	3474	0	0	0.000000000	0.000	0.000000	0.000000	62.089618
773	1000000000	1546000000002	1548000000000	1546000050000	50000	250000	3349	1118	999999941	59	59	0	111	3460	0	0	0.000000000	0.000	0.000000	0.000000	60.951811
774	1000000000	1548000000002	1550000000000	1548000050000	50000	250000	3344	1049	999999977	23	23	0	86	3430	0	0	0.000000000	0.000	0.000000	0.000000	57.467180
775	1000000000	1550000000002	1552000000000	1550000050000	50000	250000	3369	1154	999999977	23	23	0	48	3417	0	0	0.000000000	0.000	0.000000	0.000000	62.810135
776	1000000000	1552000000002	1554000000000	1552000050000	50000	250000	3376	1117	999999953	47	47	0	64	3440	0	0	0.000000000	0.000	0.000000	0.000000	61.005086
777	1000000000	1554000000002	1556000000000	1554000050000	50000	250000	3428	1136	999999949	51	51	0	138	3566	0	0	0.000000000	0.000	0.000000	0.000000	62.032344
778	1000000000	1556000000002	1558000000000	1556000050000	50000	250000	3369	1141	999999915	85	85	0	259	3628	0	0	0.000000000	0.000	0.000000	0.000000	62.946324
779	1000000000	1558000000002	1560000000000	1558000050000	50000	250000	3410	1128	999999941	59	59	0	118	3528	0	0	0.000000000	0.000	0.000000	0.000000	63.395710
780	1000000000	1560000000002	1562000000000	1560000050000	50000	250000	3411	1146	999999922	78	78	0	194	3605	0	0	0.000000000	0.000	0.000000	0.000000	63.804945
781	1000000000	1562000000002	1564000000000	1562000050000	50000	250000	3384	1075	999999965	35	35	0	105	3489	0	0	0.000000000	0.000	0.000000	0.000000	60.504309
782	1000000000	1564000000002	1566000000000	1564000050000	50000	250000	3377	1119	999999981	19	19	0	93	3470	0	0	0.000000000	0.000	0.000000	0.000000	63.273870
783	1000000000	1566000000002	1568000000000	1566000050000	50000	250000	3435	1115	999999965	35	35	0	78	3513	0	0	0.000000000	0.000	0.000000	0.000000	64.112423
784	1000000000	1568000000002	1570000000000	1568000050000	50000	250000	3420	1127	999999963	37	37	0	125	3545	0	0	0.000000000	0.000	0.000000	0.000000	66.120690
785	1000000000	1570000000002	1572000000000	1570000050000	50000	250000	3367	1095	999999969	31	31	0	156	3523	0	0	0.000000000	0.000	0.000000	0.000000	65.155520
786	1000000000	1572000000002	1574000000000	1572000050000	50000	250000	3373	1116	999999938	62	62	0	423	3796	0	0	0.000000000	0.000	0.000000	0.000000	66.067808
787	1000000000	1574000000002	1576000000000	1574000050000	50000	250000	3471	1206	999999931	69	69	0	216	3687	0	0	0.000000000	0.000	0.000000	0.000000	69.778127
788	1000000000	1576000000002	1578000000000	1576000050000	50000	250000	3303	1118	999999989	11	11	0	25	3328	0	0	0.000000000	0.000	0.000000	0.000000	66.074443
789	1000000000	1578000000002	1580000000000	1578000050000	50000	250000	3440	1148	999999924	76	76	0	237	3677	0	0	0.000000000	0.000	0.000000	0.000000	67.468585
790	1000000000	1580000000002	1582000000000	1580000050000	50000	250000	3323	1091	999999948	52	52	0	201	3524	0	0	0.000000000	0.000	0.000000	0.000000	64.827232
791	1000000000	1582000000002	1584000000000	1582000050000	50000	250000	3436	1171	999999905	95	95	0	392	3828	0	0	0.000000000	0.000	0.000000	0.000000	67.646731
792	1000000000	1584000000002	1586000000000	1584000050000	50000	250000	3378	1100	999999979	21	21	0	55	3433	0	0	0.000000000	0.000	0.000000	0.000000	63.875348
793	1000000000	1586000000002	1588000000000	1586000050000	50000	250000	3350	1102	999999952	48	48	0	227	3577	0	0	0.000000000	0.000	0.000000	0.000000	62.568576
794	1000000000	1588000000002	1590000000000	1588000050000	50000	250000	3379	1126	999999967	33	33	0	130	3509	0	0	0.000000000	0.000	0.000000	0.000000	64.183558
795	1000000000	1590000000002	1592000000000	1590000050000	50000	250000	3446	1156	999999957	43	43	0	106	3552	0	0	0.000000000	0.000	0.000000	0.000000	65.390623
796	1000000000	1592000000002	1594000000000	1592000050000	50000	250000	3395	1179	999999980	20	20	0	55	3450	0	0	0.000000000	0.000	0.000000	0.000000	65.257930
797	1000000000	1594000000002	1596000000000	1594000050000	50000	250000	3389	1108	999999930	70	70	0	198	3587	0	0	0.000000000	0.000	0.000000	0.000000	61.423788
798	1000000000	1596000000002	1598000000000	1596000050000	50000	250000	3356	1157	999999983	17	17	0	51	3407	0	0	0.000000000	0.000	0.000000	0.000000	63.286839
799	1000000000	1598000000002	1600000000000	1598000050000	50000	250000	3365	1119	999999938	62	62	0	161	3526	0	0	0.000000000	0.000	0.000000	0.000000	61.854654
800	1000000000	1600000000002	1602000000000	1600000050000	50000	250000	3405	1091	999999970	30	30	0	65	3470	0	0	0.000000000	0.000	0.000000	0.000000	59.254135
801	1000000000	1602000000002	1604000000000	1602000050000	50000	250000	3385	1167	999999981	19	19	0	50	3435	0	0	0.000000000	0.000	0.000000	0.000000	61.986453
802	1000000000	1604000000002	1606000000000	1604000050000	50000	250000	3389	1179	999999947	53	53	0	118	3507	0	0	0.000000000	0.000	0.000000	0.000000	60.791958
803	1000000000	1606000000002	1608000000000	1606000050000	50000	250000	3419	1126	999999956	44	44	0	63	3482	0	0	0.000000000	0.000	0.000000	0.000000	59.453005
804	1000000000	1608000000002	1610000000000	1608000050000	50000	250000	3397	1121	999999973	27	27	0	88	3485	0	0	0.000000000	0.000	0.000000	0.000000	58.008930
805	1000000000	1610000000002	1612000000000	1610000050000	50000	250000	3335	1108	999999931	69	69	0	337	3672	0	0	0.000000000	0.000	0.000000	0.000000	58.084749
806	1000000000	1612000000002	1614000000000	1612000050000	50000	250000	3373	1096	999999944	56	56	0	209	3582	0	0	0.000000000	0.000	0.000000	0.000000	57.931591
807	1000000000	1614000000002	1616000000000	1614000050000	50000	250000	3326	1065	999999910	90	90	0	363	3689	0	0	0.000000000	0.000	0.000000	0.000000	57.252229
808	1000000000	1616000000002	1618000000000	1616000050000	50000	250000	3304	1080	999999902	98	98	0	406	3710	0	0	0.000000000	0.000	0.000000	0.000000	57.548090
809	1000000000	1618000000002	1620000000000	1618000050000	50000	250000	3394	1143	999999965	35	35	0	79	3473	0	0	0.000000000	0.000	0.000000	0.000000	61.630045
810	1000000000	1620000000002	1622000000000	1620000050000	50000	250000	3367	1083	999999923	77	77	0	376	3743	0	0	0.000000000	0.000	0.000000	0.000000	57.217170
811	1000000000	1622000000002	1624000000000	1622000050000	50000	250000	3385	1106	999999947	53	53	0	113	3498	0	0	0.000000000	0.000	0.000000	0.000000	59.148572
812	1000000000	1624000000002	1626000000000	1624000050000	50000	250000	3378	1130	999999933	67	67	0	204	3582	0	0	0.000000000	0.000	0.000000	0.000000	60.318000
813	1000000000	1626000000002	1628000000000	1626000050000	50000	250000	3386	1138	999999941	59	59	0	219	3605	0	0	0.000000000	0.000	0.000000	0.000000	61.110608
814	1000000000	1628000000002	1630000000000	1628000050000	50000	250000	3382	1148	999999941	59	59	0	145	3527	0	0	0.000000000	0.000	0.000000	0.000000	63.195251
815	1000000000	1630000000002	1632000000000	1630000050000	50000	250000	3416	1115	999999978	22	22	0	75	3491	0	0	0.000000000	0.000	0.000000	0.000000	62.311219
816	1000000000	1632000000002	1634000000000	1632000050000	50000	250000	3356	1124	999999968	32	32	0	70	3426	0	0	0.000000000	0.000	0.000000	0.000000	63.301956
817	1000000000	1634000000002	1636000000000	1634000050000	50000	250000	3384	1109	999999976	24	24	0	80	3464	0	0	0.000000000	0.000	0.000000	0.000000	62.962185
818	1000000000	1636000000002	1638000000000	1636000050000	50000	250000	3360	1122	999999982	18	18	0	60	3420	0	0	0.000000000	0.000	0.000000	0.000000	63.174580
819	1000000000	1638000000002	1640000000000	1638000050000	50000	250000	3430	1110	999999974	26	26	0	57	3487	0	0	0.000000000	0.000	0.000000	0.000000	64.583676
820	1000000000	1640000000002	1642000000000	1640000050000	50000	250000	3383	1125	999999976	24	24	0	80	3463	0	0	0.000000000	0.000	0.000000	0.000000	66.320352
821	1000000000	1642000000002	1644000000000	1642000050000	50000	250000	3429	1136	999999963	37	37	0	101	3530	0	0	0.000000000	0.000	0.000000	0.000000	67.273210
822	1000000000	1644000000002	1646000000000	1644000050000	50000	250000	3414	1117	999999887	113	113	0	402	3816	0	0	0.000000000	0.000	0.000000	0.000000	66.091837
823	1000000000	1646000000002	1648000000000	1646000050000	50000	250000	3317	1081	999999936	64	64	0	261	3578	0	0	0.000000000	0.000	0.000000	0.000000	64.814670
824	1000000000	1648000000002	1650000000000	1648000050000	50000	250000	3417	1112	999999964	36	36	0	88	3505	0	0	0.000000000	0.000	0.000000	0.000000	66.397560
825	1000000000	1650000000002	1652000000000	1650000050000	50000	250000	3390	1078	999999945	55	55	0	287	3677	0	0	0.000000000	0.000	0.000000	0.000000	64.881729
826	1000000000	1652000000002	1654000000000	1652000050000	50000	250000	3355	1096	999999942	58	58	0	153	3508	0	0	0.000000000	0.000	0.000000	0.000000	65.295961
827	1000000000	1654000000002	1656000000000	1654000050000	50000	250000	3368	1100	999999977	23	23	0	39	3407	0	0	0.000000000	0.000	0.000000	0.000000	65.268529
828	1000000000	1656000000002	1658000000000	1656000050000	50000	250000	3382	1139	999999953	47	47	0	145	3527	0	0	0.000000000	0.000	0.000000	0.000000	66.982216
829	1000000000	1658000000002	1660000000000	1658000050000	50000	250000	3391	1161	999999947	53	53	0	268	3659	0	0	0.000000000	0.000	0.000000	0.000000	68.778066
830	1000000000	1660000000002	1662000000000	1660000050000	50000	250000	3407	1090	999999966	34	34	0	82	3489	0	0	0.000000000	0.000	0.000000	0.000000	65.219143
831	1000000000	1662000000002	1664000000000	1662000050000	50000	250000	3450	1127	999999960	40	40	0	95	3545	0	0	0.000000000	0.000	0.000000	0.000000	66.480538
832	1000000000	1664000000002	1666000000000	1664000050000	50000	250000	3360	1135	999999961	39	39	0	121	3481	0	0	0.000000000	0.000	0.000000	0.000000	67.469338
833	1000000000	1666000000002	1668000000000	1666000050000	50000	250000	3446	1138	999999971	29	29	0	102	3548	0	0	0.000000000	0.000	0.000000	0.000000	67.995251
834	1000000000	1668000000002	1670000000000	1668000050000	50000	250000	3367	1081	999999922	78	78	0	220	3587	0	0	0.000000000	0.000	0.000000	0.000000	65.812419
835	1000000000	1670000000002	1672000000000	1670000050000	50000	250000	3426	1157	999999976	24	24	0	96	3522	0	0	0.000000000	0.000	0.000000	0.000000	69.285258
836	1000000000	1672000000002	1674000000000	1672000050000	50000	250000	3440	1135	999999961	39	39	0	88	3528	0	0	0.000000000	0.000	0.000000	0.000000	67.950599
837	1000000000	1674000000002	1676000000000	1674000050000	50000	250000	3341	1126	999999958	42	42	0	115	3456	0	0	0.000000000	0.000	0.000000	0.000000	68.258258
838	1000000000	1676000000002	1678000000000	1676000050000	50000	250000	3412	1081	999999965	35	35	0	94	3506	0	0	0.000000000	0.000	0.000000	0.000000	67.538911
839	1000000000	1678000000002	1680000000000	1678000050000	50000	250000	3398	1112	999999967	33	33	0	156	3554	0	0	0.000000000	0.000	0.000000	0.000000	69.079188
840	1000000000	1680000000002	1682000000000	1680000050000	50000	250000	3424	1136	999999985	15	15	0	48	3472	0	0	0.000000000	0.000	0.000000	0.000000	70.459899
841	1000000000	1682000000002	1684000000000	1682000050000	50000	250000	3358	1114	999999975	25	25	0	70	3428	0	0	0.000000000	0.000	0.000000	0.000000	69.679603
842	1000000000	1684000000002	1686000000000	1684000050000	50000	250000	3337	1139	999999930	70	70	0	115	3452	0	0	0.000000000	0.000	0.000000	0.000000	71.805827
843	1000000000	1686000000002	1688000000000	1686000050000	50000	250000	3391	1103	999999923	77	77	0	125	3516	0	0	0.000000000	0.000	0.000000	0.000000	69.377196
844	1000000000	1688000000002	1690000000000	1688000050000	50000	250000	3383	1114	999999934	66	66	0	111	3494	0	0	0.000000000	0.000	0.000000	0.000000	70.166306
845	1000000000	1690000000002	1692000000000	1690000050000	50000	250000	3393	1118	999999958	42	42	0	99	3492	0	0	0.000000000	0.000	0.000000	0.000000	70.628664
846	1000000000	1692000000002	1694000000000	1692000050000	50000	250000	3359	1109	999999908	92	92	0	293	3652	0	0	0.000000000	0.000	0.000000	0.000000	69.731950
847	1000000000	1694000000002	1696000000000	1694000050000	50000	250000	3333	1109	999999965	35	35	0	72	3405	0	0	0.000000000	0.000	0.000000	0.000000	70.927918
848	1000000000	1696000000002	1698000000000	1696000050000	50000	250000	3362	1103	999999957	43	43	0	212	3574	0	0	0.000000000	0.000	0.000000	0.000000	70.683946
849	1000000000	1698000000002	1700000000000	1698000050000	50000	250000	3363	1147	999999951	49	49	0	215	3578	0	0	0.000000000	0.000	0.000000	0.000000	74.274097
850	1000000000	1700000000002	1702000000000	1700000050000	50000	250000	3408	1170	999999928	72	72	0	130	3538	0	0	0.000000000	0.000	0.000000	0.000000	75.949354
851	1000000000	1702000000002	1704000000000	1702000050000	50000	250000	3317	1101	999999958	42	42	0	104	3421	0	0	0.000000000	0.000	0.000000	0.000000	71.725515
852	1000000000	1704000000002	1706000000000	1704000050000	50000	250000	3366	1129	999999954	46	46	0	113	3479	0	0	0.000000000	0.000	0.000000	0.000000	72.901019
853	1000000000	1706000000002	1708000000000	1706000050000	50000	250000	3379	1116	999999959	41	41	0	133	3512	0	0	0.000000000	0.000	0.000000	0.000000	71.881599
854	1000000000	1708000000002	1710000000000	1708000050000	50000	250000	3400	1101	999999965	35	35	0	114	3514	0	0	0.000000000	0.000	0.000000	0.000000	71.314065
855	1000000000	1710000000002	1712000000000	1710000050000	50000	250000	3357	1163	999999921	79	79	0	327	3684	0	0	0.000000000	0.000	0.000000	0.000000	74.514218
856	1000000000	1712000000002	1714000000000	1712000050000	50000	250000	3433	1113	999999930	70	70	0	178	3611	0	0	0.000000000	0.000	0.000000	0.000000	71.123063
857	1000000000	1714000000002	1716000000000	1714000050000	50000	250000	3405	1118	999999978	22	22	0	66	3471	0	0	0.000000000	0.000	0.000000	0.000000	71.474911
858	1000000000	1716000000002	1718000000000	1716000050000	50000	250000	3411	1116	999999901	99	99	0	240	3651	0	0	0.000000000	0.000	0.000000	0.000000	71.302255
859	1000000000	1718000000002	1720000000000	1718000050000	50000	250000	3396	1168	999999947	53	53	0	174	3570	0	0	0.000000000	0.000	0.000000	0.000000	74.976247
860	1000000000	1720000000002	1722000000000	1720000050000	50000	250000	3354	1116	999999976	24	24	0	108	3462	0	0	0.000000000	0.000	0.000000	0.000000	72.298552
861	1000000000	1722000000002	1724000000000	1722000050000	50000	250000	3410	1103	999999948	52	52	0	189	3599	0	0	0.000000000	0.000	0.000000	0.000000	71.719282
